x,y,label
-0.9652375782948937,0.16652586079893442,0
0.048415175559568764,-0.7815567817498418,1
0.6300809673879774,0.42953255068685303,1
1.0095722397712086,-0.027372571547072885,0
0.6215452326982401,-0.5100274747291264,1
0.11655499935600225,-0.7022280878658499,1
-0.7236116691764409,0.2742297845913819,1
0.9262159468882253,0.3449900703070748,0
-0.573771595529384,0.41851856038631585,1
0.51796387643943,-0.7970581055793164,0
-0.7196950962438572,0.36046178303944404,1
-1.0001465739790452,0.016422009403611746,0
-1.0372274281348206,-0.055121941998525104,0
-0.8188715993185167,-0.35189124194312216,0
-0.5391591426661843,0.5925848394509124,1
0.5006453775558573,-0.8002940914156642,0
-0.11251114266086441,0.7845600093205666,1
-0.7433756023706868,-0.025294221823748908,1
0.4567524395062164,0.7385471890691058,1
-0.8825893068406335,-0.47888692272737166,0
-1.0127695720531245,-0.32135463952214616,0
-0.6488811179263193,-0.7563014771104274,0
0.5802792390620607,-0.6696514081317853,1
0.6296734599438645,-0.38722011165969794,1
0.7363937697985149,0.29451432711178965,1
-0.6602718483422659,-0.05640774482601857,1
0.8507466341888119,0.09339182091205397,1
0.6875473630696496,-0.19034718996873728,1
0.8857103838264775,-0.5610597529729994,0
0.8378015164791861,0.663936920789363,0
-0.2745798380422598,0.8891635265140072,0
-0.4868984929696041,-0.7611552070209715,0
-0.4886223730136168,0.6678537477368425,1
-0.6712783009953507,0.7018746224002177,0
-0.1796451274327366,-0.7936948379477652,1
0.3171483063363568,0.6635369370085221,1
-0.29019840716397866,0.9341113964356222,0
-0.7131744003819793,-0.4226080611464673,1
0.8374727849119712,0.6234050712669074,0
-0.7497156453159358,-0.39274190234697703,1
-0.7536780418752721,-0.7553669236621721,0
-0.7920525228481319,-0.09930992316324942,1
0.703929475026374,-0.7699497432219928,0
0.6016215082850538,0.41441358388669597,1
-0.7029454041540487,-0.8293346205813167,0
0.7323589016558023,0.42504476969869187,1
-0.9659250326253447,-0.14077228924695204,0
-0.450788984687152,0.7054900411174225,1
-0.11584997430026725,0.9867941068050269,0
0.08182541257191997,0.7745462899905475,1
-0.7611694644018879,0.26616107366250435,1
-0.39484571135907015,-0.9555240741699158,0
-0.38211792516447474,0.7214794440519089,1
-0.7990458951268669,-0.5546348057130603,0
-0.6126821342209867,0.5766047922829992,1
-0.7932978471694881,0.02645217817238411,1
-0.9959610170715535,0.38974086581715733,0
0.3890122644515139,0.9453337951607375,0
0.9717388746239063,0.12710579269622646,0
-0.5023391143401528,0.7943082764387568,1
0.15720020190060258,0.9631348505298587,0
-0.026621706724367998,1.0537864924167057,0
-0.10284683996176033,1.1468669273066627,0
-0.7568659830349067,-0.043461016537635976,1
-0.3075320725379588,-0.6853230736475273,1
-0.20389262958213678,-0.7924498032960539,1
-0.5385018797864888,0.6098356137009262,1
-0.09458607211293177,1.0194624034458968,0
0.9593228175287253,-0.32711024929592686,0
-0.8104133539579372,0.7691449337259251,0
0.8782516861890102,0.2020881042873765,0
-1.0627172604840165,0.10562638627994497,0
0.5495402168152745,0.6245786597163648,1
1.0036432023308188,0.15107533328609973,0
-0.559833624418682,-0.5563456614984524,1
-0.8514940953580474,-0.5297881887387946,0
0.6570266111686704,-0.4489803797779528,1
0.7208813268987002,-0.3245597930475916,1
0.7022361549326027,0.38708237598629786,1
-0.26645053634361177,-0.8855541519246432,0
-0.7946231238495811,-0.8418561719365412,0
-0.799368465633944,-0.17986172785547158,1
0.7125986565605904,-0.38716827846647606,1
1.0067667793337183,-0.13669611166084444,0
-0.1344047429394431,0.8919256815941703,0
0.4301928070969061,0.5716668344209141,1
0.023096921322076344,-0.8324013492742677,1
0.7656090804054504,0.3208559165783079,1
0.776943094012047,-0.06276194132118228,1
0.01706243709819387,0.7372388032181136,1
0.9565328600319808,-0.2641512602522694,0
-0.6124773156627026,-0.411792023629364,1
-0.7033658952767893,-0.40709933683690364,1
-0.1114140055147648,-0.7570419164082881,1
-0.8362541575303201,0.5356682643167124,0
-0.1159914336641589,0.699970898918495,1
